,endereço,telefone,avaliação,link_maps,user_ratings_total,coordenadas,nome
247,"Centro, Palhoça - State of Santa Catarina, 88131-330, Brazil",(48) 99959-9196,5.0,https://maps.google.com/?cid=4472671717436263368,1.0,"{'lat': -27.6554933, 'lng': -48.6735937}",Nenem Borracharia
248,"Rua: José Antônio Pereira, 23, R. José Antônio Pereira, 2816 - Ipiranga, São José - SC, 88111-490, Brazil",(48) 98453-8645,5.0,https://maps.google.com/?cid=6616937514799080145,3.0,"{'lat': -27.5693673, 'lng': -48.6396012}",Borracharia Ipiranga
249,"Palhoça - State of Santa Catarina, Brazil",,0.0,https://maps.google.com/?cid=8595250931457189527,,"{'lat': -27.8028649, 'lng': -48.6385224}",Borracharia
250,"R. Dileta Rotta - Rio Grande, Palhoça - SC, 88131-601, Brazil",,0.0,https://maps.google.com/?cid=2430438468574612271,,"{'lat': -27.6670411, 'lng': -48.6515379}",Borracharia Do Baixinho E Família
251,"Paulo Lopes - State of Santa Catarina, 88490-000, Brazil",(48) 99184-2919,4.6,https://maps.google.com/?cid=6257615599373332972,5.0,"{'lat': -27.9608428, 'lng': -48.6798589}",Borracharia Paulo Lopes
252,"R. Nossa Sra. dos Navegantes - Serraria, São José - SC, 88115-530, Brazil",(48) 98412-0385,5.0,https://maps.google.com/?cid=5308330757266831523,1.0,"{'lat': -27.5480984, 'lng': -48.6459747}",Pit stop pneus e borracharia
253,"Rodovia, Governador Mário Covas, 470, BR-101, KM 198 - Mar das Pedras, Biguaçu - SC, 88160-000, Brazil",(48) 3243-7947,4.8,https://maps.google.com/?cid=18153341100027302395,5.0,"{'lat': -27.5256303, 'lng': -48.6353756}",Fraga Pneus e Borracharia - Recapagem de Pneus
254,"Borracharia Do Ticha Borracharia Do Ticha - Nova Brasília, Imbituba - SC, 88780-000, Brazil",(48) 99690-1435,0.0,https://maps.google.com/?cid=17462635678832412602,,"{'lat': -28.2147629, 'lng': -48.7017002}",Borracharia do Ticha
255,"Praia de Fora, Palhoça - State of Santa Catarina, 88138-370, Brazil",,2.0,https://maps.google.com/?cid=3388221648352715591,1.0,"{'lat': -27.7399113, 'lng': -48.638326}",Borracharia Proteção Divina
256,"Paulo Lopes - State of Santa Catarina, 88490-000, Brazil",(48) 99676-1164,0.0,https://maps.google.com/?cid=14605618006140516330,,"{'lat': -27.9560239, 'lng': -48.67574579999999}",Borracharia
257,"R. Domingos da Silva, 726 - Jardim Janaina, Biguaçu - SC, 88160-000, Brazil",,0.0,https://maps.google.com/?cid=9420371997579541005,,"{'lat': -27.5270795, 'lng': -48.6452962}",Borracharia Frizon
258,"R. João Grumiche, 1422 - Roçado, São José - SC, 88108-100, Brazil",(48) 98469-8173,4.8,https://maps.google.com/?cid=167525172827116536,16.0,"{'lat': -27.5924471, 'lng': -48.6213486}",Borracharia Fonseca
259,"R. Joaquim Pôrto, 1468, Torres - RS, 95560-000, Brazil",(51) 98063-0659,4.6,https://maps.google.com/?cid=3534596118227756522,39.0,"{'lat': -29.3337953, 'lng': -49.737233}",Borracharia Joaquim
260,"Barracão, Içara - State of Santa Catarina, 88820-000, Brazil",,4.3,https://maps.google.com/?cid=10864270342726590045,3.0,"{'lat': -28.7592929, 'lng': -49.2840649}",Borracharia
261,"R. Henrique Lage, 900 - Centro, Criciúma - SC, 88801-010, Brazil",(48) 3437-0879,4.2,https://maps.google.com/?cid=6282164605465987266,160.0,"{'lat': -28.6806646, 'lng': -49.37915779999999}",Borracharia Povão
262,"R. Rui Barbosa, 105 - Centro, Araranguá - SC, 88900-000, Brazil",(48) 3524-1560,4.8,https://maps.google.com/?cid=12569085195251458315,13.0,"{'lat': -28.9349693, 'lng': -49.4876}",Borracharia do Valmor
263,"Rod. Br 101 , km 414 - Sala Comercial - Operária, Araranguá - SC, 88900-000, Brazil",(48) 99924-8106,4.1,https://maps.google.com/?cid=2309603761086856418,29.0,"{'lat': -28.949236, 'lng': -49.531882}",Borracharia Paraná / atendimento e socorro 24 horas / Carros e caminhão / borracharia mais próxima
264,"Av. Santos Dumont, 1796 - São Luís, Criciúma - SC, 88803-200, Brazil",(48) 3439-4921,4.3,https://maps.google.com/?cid=8785698910791726890,20.0,"{'lat': -28.69248, 'lng': -49.3771663}",Borracharia Santos Dumont
265,"R. Vanteiro Margotti, 44-152 - Centro, Morro da Fumaça - SC, 88830-000, Brazil",(48) 99901-0355,5.0,https://maps.google.com/?cid=12876705990939746627,9.0,"{'lat': -28.653106, 'lng': -49.215243}",Borracharia Garcia
266,"Av. Luiz Lazzarin, 2013 - Santo Antônio, Criciúma - SC, 88810-350, Brazil",(48) 3438-9105,5.0,https://maps.google.com/?cid=12520991481885122411,1.0,"{'lat': -28.6751599, 'lng': -49.4061321}",Borracharia Móvel Lessa
267,"Av. Castelo Branco, 290 - Igra, Torres - RS, 95560-000, Brazil",(51) 99208-6977,4.4,https://maps.google.com/?cid=3303982677459593098,68.0,"{'lat': -29.3314302, 'lng': -49.7393266}",Borracharia Bom Jesus
268,"BR-453, 1561, Torres - RS, 95560-000, Brazil",(51) 3605-2187,4.8,https://maps.google.com/?cid=3434916301962544874,8.0,"{'lat': -29.3138674, 'lng': -49.7743988}",Borracharia Santana
269,"Furnas, Sombrio - State of Santa Catarina, 88960-000, Brazil",,5.0,https://maps.google.com/?cid=4636397810197529093,4.0,"{'lat': -29.1233969, 'lng': -49.6516919}",Borracharia
270,"Rua, SC-443, 2041 - Imigrantes, Criciúma - SC, 88813-747, Brazil",(48) 99967-1477,4.9,https://maps.google.com/?cid=10413348011022587505,18.0,"{'lat': -28.6788786, 'lng': -49.32001349999999}",GT Borracharia
271,"Rodovia Maximiliano Gaidzinski, 258-354 - Centro, Cocal do Sul - SC, 88845-000, Brazil",(48) 3447-0468,3.3,https://maps.google.com/?cid=9098530533706732334,3.0,"{'lat': -28.6073056, 'lng': -49.32939349999999}",Borracharia Trevo
272,"Rua Egídio Antônio da Silva, S/N (Rodovia Sc-443, Nova Veneza - SC, 88865-000, Brazil",(48) 99986-6683,4.6,https://maps.google.com/?cid=15051191425297236972,27.0,"{'lat': -28.7093062, 'lng': -49.5160714}",Juninho Lavação E Borracharia
273,"Av. Luiz Lazzarin, 3102-3134 - Vila Zuleima, Criciúma - SC, Brazil",,4.2,https://maps.google.com/?cid=15357740455360565391,6.0,"{'lat': -28.6773023, 'lng': -49.4169271}",Borracharia Serafim
274,"R. João de Rochi, 585, Morro da Fumaça - SC, 88835-000, Brazil",(48) 3434-4426,5.0,https://maps.google.com/?cid=7968750969642717847,5.0,"{'lat': -28.6017935, 'lng': -49.2498753}",Borracharia Sperling Cândido
275,"SC-443 - Vila Rica, Criciúma - SC, 88813-600, Brazil",,3.8,https://maps.google.com/?cid=15345640280142375128,5.0,"{'lat': -28.680307, 'lng': -49.3270069}",BORRACHARIA CHAPELÃO
276,"Rod. Otávio Dassoler - Imigrantes, Criciúma - SC, 88813-765, Brazil",,5.0,https://maps.google.com/?cid=12291115156174354182,1.0,"{'lat': -28.6767165, 'lng': -49.3175255}",Borracharia
277,"Mina do Mato, Criciúma - State of Santa Catarina, 88810-406, Brazil",,0.0,https://maps.google.com/?cid=13388626409658191243,,"{'lat': -28.6632201, 'lng': -49.3952142}",Borracharia Colina
278,"BR-453, Torres - RS, 95560-000, Brazil",,0.0,https://maps.google.com/?cid=6547875692126057560,,"{'lat': -29.3071459, 'lng': -49.77317499999999}",Borracharia
279,"Av. Santos Dumont - São Luís, Criciúma - SC, 88804-342, Brazil",,5.0,https://maps.google.com/?cid=10185860985567078878,2.0,"{'lat': -28.6922476, 'lng': -49.3825364}",Serrano Borracharia e Auto Center - Criciúma
280,"R. XV de Novembro, 376 - Centro, Morro da Fumaça - SC, 88830-000, Brazil",(48) 3434-1493,4.3,https://maps.google.com/?cid=16294107256305733341,3.0,"{'lat': -28.6556643, 'lng': -49.2105112}",Borracharia Maccari
281,"Av. Ivo Silveira - Morro da Glória, Urussanga - SC, 88840-000, Brazil",(48) 3465-4551,3.2,https://maps.google.com/?cid=12990645550699958178,6.0,"{'lat': -28.5257792, 'lng': -49.31697200000001}",Borracharia Tilita
282,"Av. Universitária, 1562 - Universitário, Criciúma - SC, 88807-261, Brazil",(48) 99802-5775,4.3,https://maps.google.com/?cid=11926591818124906090,10.0,"{'lat': -28.7021317, 'lng': -49.4226491}",SOS Borracharia Plantão 24 Horas - Criciúma
283,"R. Miguel Patrício de Souza, 01 - Jardim Maristela, Criciúma - SC, 88815-200, Brazil",(48) 3478-4796,4.2,https://maps.google.com/?cid=5601679556124487640,6.0,"{'lat': -28.6885253, 'lng': -49.3479966}",Borracharia e Escapamentos Pit Stop 2
284,"Av. Centenário, 6600 - Próspera, Criciúma - SC, 88815-001, Brazil",(48) 99907-1432,4.5,https://maps.google.com/?cid=11230040145280855168,29.0,"{'lat': -28.6864497, 'lng': -49.3435217}","DL PNEUS, BORRACHARIA E SUSPENSÃO."
285,"R. Imigrante Zaneti - Pinheirinho, Criciúma - SC, 88805-140, Brazil",,4.8,https://maps.google.com/?cid=2738786681194175313,13.0,"{'lat': -28.6958213, 'lng': -49.3975672}",Dico Borracharia - Criciúma
286,"Av. Universitária, 3550 - Sao Sebastiao, Criciúma - SC, 88808-505, Brazil",(48) 99988-7287,3.7,https://maps.google.com/?cid=2642030241079329582,3.0,"{'lat': -28.7023474, 'lng': -49.4407823}","Serrano Borracharia, Pneus, Rodas, Geometria, Balanceamento e Suspensão"
287,"Av. Manoel Delfino de Freitas - Nossa Sra. da Salete, Criciúma - SC, 88813-400, Brazil",(48) 99655-1398,5.0,https://maps.google.com/?cid=10399535399704695917,2.0,"{'lat': -28.6816888, 'lng': -49.3355809}",Borracharia do Joce
288,"Av. Parque Rosita, 2-72, Santa Rosa do Sul - SC, 88965-000, Brazil",(48) 99836-9583,3.0,https://maps.google.com/?cid=3899577249201302984,2.0,"{'lat': -29.1444104, 'lng': -49.7222945}",Borracharia Weber 1313 24 HORAS
289,"R. José Vicente Antônio, 317, Passo de Torres - SC, 88980-000, Brazil",(48) 3548-0175,1.0,https://maps.google.com/?cid=18408992927039873261,1.0,"{'lat': -29.323152, 'lng': -49.7274068}",Borracharia Peres
290,"1845, R. Imigrante Meller - Universitário, Criciúma - SC, 88805-300, Brazil",(48) 3478-6272,4.4,https://maps.google.com/?cid=12726238671818695933,19.0,"{'lat': -28.6986359, 'lng': -49.4042434}",Borracharia e Escapamentos Pit Stop 2 - B. Universitário - Criciúma
291,"Içara - State of Santa Catarina, 88820-000, Brazil",,5.0,https://maps.google.com/?cid=14473721384871955994,10.0,"{'lat': -28.8062776, 'lng': -49.2832234}",BG Borracharia
292,"Pinheirinho, Criciúma - State of Santa Catarina, 88804-000, Brazil",(48) 3437-0177,4.8,https://maps.google.com/?cid=4880496835707173421,4.0,"{'lat': -28.6969644, 'lng': -49.3986196}",Borracharia Dezinho
293,"2-188, R. Antônio Bernardo - Polícia Rodoviária, Araranguá - SC, 88900-000, Brazil",99606-3257,4.6,https://maps.google.com/?cid=16115772058663003551,15.0,"{'lat': -28.9676628, 'lng': -49.5234466}",Borracharia Do Claudinho
294,"Av. Pedro Zapelini, 1168 - Recife, Tubarão - SC, 88705-701, Brazil",(48) 3626-6870,0.0,https://maps.google.com/?cid=13322357707845953356,,"{'lat': -28.4902378, 'lng': -49.0068354}",Borracharia Avenida
295,"R. André Pedro Pereira, 422 - Polícia Rodoviária, Araranguá - SC, 88900-000, Brazil",(48) 99606-3257,4.7,https://maps.google.com/?cid=5664559520621142996,11.0,"{'lat': -28.9699987, 'lng': -49.5201675}",Borracharia E Balanceamento Claudinho
296,"Treviso - State of Santa Catarina, 88862-000, Brazil",(48) 99607-5577,4.2,https://maps.google.com/?cid=9605837955986379978,13.0,"{'lat': -28.549118, 'lng': -49.4476394}",Borracharia Volta Redonda
297,"Rod. Luiz Rosso - Jardim das Paineiras, Criciúma - SC, 88816-750, Brazil",(48) 3462-9264,5.0,https://maps.google.com/?cid=2162856429460619275,4.0,"{'lat': -28.7252276, 'lng': -49.3704216}",Borracharia Do Alemao
298,"Av. dos Italianos, 275 - Santa Augusta, Criciúma - SC, 88805-400, Brazil",(48) 99824-8701,4.6,https://maps.google.com/?cid=1819922039073163843,17.0,"{'lat': -28.6986801, 'lng': -49.4042941}",Borracharia Stop Car - Criciúma
299,"R. Pedro Inácio dos Santos, Passo de Torres - SC, 95560-000, Brazil",,0.0,https://maps.google.com/?cid=18354355313683344692,,"{'lat': -29.3259289, 'lng': -49.7681647}",Borracharia ferraz
300,"São Luís, Criciúma - State of Santa Catarina, 88803-470, Brazil",,0.0,https://maps.google.com/?cid=2543990146672545567,,"{'lat': -28.6961416, 'lng': -49.36914489999999}",Borracharia
301,"Rod. Luiz Rosso, 4900 - Morro Estevão, Criciúma - SC, 88803-470, Brazil",(48) 99994-4088,4.0,https://maps.google.com/?cid=2699121631026376992,4.0,"{'lat': -28.7367846, 'lng': -49.37223909999999}",Borracharia Morro Estevão
302,"R. Angela Mello, 82 - Jardim Uniao, Criciúma - SC, 88806-634, Brazil",(48) 99621-9075,0.0,https://maps.google.com/?cid=7092425620384396087,,"{'lat': -28.694408, 'lng': -49.4281555}",Borracharia do Cid
303,"R. Alameda Antônio Alves da Silva - Sanga da Areia, Araranguá - SC, 88902-410, Brazil",(48) 99905-4864,5.0,https://maps.google.com/?cid=6140367513703189096,1.0,"{'lat': -28.994657, 'lng': -49.552591}",Borracharia 101
304,"Maracajá - State of Santa Catarina, 88915-000, Brazil",,0.0,https://maps.google.com/?cid=3500688095655453922,,"{'lat': -28.8574112, 'lng': -49.4417346}",Borracharia
305,"R. Henrique Kanareck, 55 - Sao Simao, Criciúma - SC, 88830-000, Brazil",(48) 3434-1689,0.0,https://maps.google.com/?cid=13013672199640803402,,"{'lat': -28.6381266, 'lng': -49.3408278}",Borracharia Teixeira
306,"Av. Damásio Péres, 754 - Centro, Santa Rosa do Sul - SC, 88965-000, Brazil",(48) 3534-1728,5.0,https://maps.google.com/?cid=7633858367083292431,10.0,"{'lat': -29.1324231, 'lng': -49.7177069}",Borracharia do Nô
307,"Criciúma - State of Santa Catarina, Brazil",,5.0,https://maps.google.com/?cid=15600830578722042,2.0,"{'lat': -28.8059719, 'lng': -49.40543}",Borracharia Lessa
308,"São Luiz, Sombrio - State of Santa Catarina, 88960-000, Brazil",,0.0,https://maps.google.com/?cid=12902479089873305646,,"{'lat': -29.1088528, 'lng': -49.6271846}",Borracharia Do Si
309,"Br101 km376 Rio dos porcos, Içara - SC, 88820-000, Brazil",(48) 99988-2325,5.0,https://maps.google.com/?cid=718171625465934431,2.0,"{'lat': -28.7380166, 'lng': -49.245231}",Jota borracharia
310,"Rua Vereador, R. Manoel Serafim Silvano, numero 812, Araranguá - SC, 88904-160, Brazil",(48) 99919-6390,5.0,https://maps.google.com/?cid=15925133190199587369,1.0,"{'lat': -28.9549514, 'lng': -49.50070880000001}",Borracharia 15 de Novembro
311,"R. Alameda Antônio Alves da Silva - Sanga da Areia, Araranguá - SC, 88900-000, Brazil",,0.0,https://maps.google.com/?cid=14581335304178426297,,"{'lat': -28.9901111, 'lng': -49.5477105}",Borracharia do Preto
312,"Rod. Interpraias, Passo de Torres - SC, 88980-000, Brazil",(51) 99926-5976,3.3,https://maps.google.com/?cid=13994765244980398817,3.0,"{'lat': -29.3004115, 'lng': -49.7021969}",Borracharia do Paulo
313,"88850-000 - Santa Ana, Forquilhinha - SC, Brazil",,4.8,https://maps.google.com/?cid=5733852998114251095,9.0,"{'lat': -28.7548321, 'lng': -49.4882755}",Borracharia Ze Manuel
314,"Rod. Gabriel Arns, 2677 - Ouro Negro, Forquilhinha - SC, 88850-000, Brazil",(48) 99959-5198,0.0,https://maps.google.com/?cid=7554079622328658131,,"{'lat': -28.7534578, 'lng': -49.4331583}",Borracharia do Faustão
315,"Rod. Interpraias, 1247, Balneário Gaivota - SC, 88955-000, Brazil",(48) 99655-0739,3.0,https://maps.google.com/?cid=9069595813620633356,1.0,"{'lat': -29.1616537, 'lng': -49.5916434}",Borracharia Rodrigão
316,"Rod. Luiz Rosso, 1855 - Recanto Verde, Criciúma - SC, 88803-615, Brazil",,0.0,https://maps.google.com/?cid=1537292982901503022,,"{'lat': -28.7013982, 'lng': -49.3686757}",Borracharia colina
317,"Balneário Gaivota - State of Santa Catarina, 88955-000, Brazil",,0.0,https://maps.google.com/?cid=962179321093346615,,"{'lat': -29.1321086, 'lng': -49.6113151}",Borracharia Edio
318,"rua tubarão/ Av. Interpraias -Bella Torres, Passo de Torres - SC, 88980-000, Brazil",(48) 98807-5809,4.0,https://maps.google.com/?cid=5452264848813416857,3.0,"{'lat': -29.2652525, 'lng': -49.680677}",Borracharia Do Alemão
319,"Humaitá de Cima, Tubarão - State of Santa Catarina, Brazil",,3.5,https://maps.google.com/?cid=11394846734267031869,2.0,"{'lat': -28.4753619, 'lng': -49.0281909}",Borracharia
320,"Rod. Gov. Mário Covas, 40 - Vila Esperança, Tubarão - SC, Brazil",(48) 3626-6944,4.5,https://maps.google.com/?cid=10922109840889234705,51.0,"{'lat': -28.4670144, 'lng': -49.00982699999999}",Borracharia Sassa
321,"Revoredo, Tubarão - State of Santa Catarina, 88704-577, Brazil",,3.8,https://maps.google.com/?cid=9065749738254704300,8.0,"{'lat': -28.4687549, 'lng': -48.9922589}",Borracharia
322,"Av. Felipe Schmidt, 2063 - Centro, Braço do Norte - SC, 88750-000, Brazil",(48) 3658-6066,4.0,https://maps.google.com/?cid=7910905905633113723,9.0,"{'lat': -28.279103, 'lng': -49.16358}",Borracharia Irmãos Sombrio
323,"R. Aderbal Ramos da Silva, 1307 - Enseada da Pinheira, Palhoça - SC, 88139-351, Brazil",,5.0,https://maps.google.com/?cid=688187382940719978,1.0,"{'lat': -27.891635, 'lng': -48.5928919}",Jorginho Borracharia
324,"Av. Felipe Schmidt, 2386 - Trevo, Braço do Norte - SC, 88750-000, Brazil",(48) 3658-4217,0.0,https://maps.google.com/?cid=11508761703816643840,,"{'lat': -28.282057, 'lng': -49.1601648}",Borracharia do Talo
325,"BR 101 KM 298 - nova fazenda, Laguna - SC, 88857-000, Brazil",(48) 99948-2206,4.6,https://maps.google.com/?cid=7279188300617306600,19.0,"{'lat': -28.347176, 'lng': -48.735174}",Borracharia Dragão
326,"Rod. Gov. Mário Covas, 1438, Laguna - SC, 88790-000, Brazil",,3.0,https://maps.google.com/?cid=13632958838672165728,1.0,"{'lat': -28.4283883, 'lng': -48.8665636}",Borracharia CP
327,"R. Antônio Hulse, 1 - Humaitá, Tubarão - SC, 88704-220, Brazil",,5.0,https://maps.google.com/?cid=14098237885299898460,1.0,"{'lat': -28.4748036, 'lng': -49.0070392}",Borracharia Indepedencia
328,"Rod. SC 434, 11041 - Campo D'una, Imbituba - SC, 88780-000, Brazil",(51) 98612-6821,0.0,https://maps.google.com/?cid=17366990053448475154,,"{'lat': -28.1035818, 'lng': -48.6767094}",Borracharia
329,"Araçatuba, Imbituba - State of Santa Catarina, 88780-000, Brazil",,0.0,https://maps.google.com/?cid=13149709629355812503,,"{'lat': -28.1408243, 'lng': -48.6912673}",Borracharia
330,"Borracharia anexo ao posto Disney - Revoredo, Tubarão - SC, 88704-577, Brazil",(48) 99668-0084,4.7,https://maps.google.com/?cid=3301514954539686808,7.0,"{'lat': -28.4685004, 'lng': -48.9919792}",Borracharia sassa 2
331,"Alto Arroio, Imbituba - State of Santa Catarina, 88780-000, Brazil",,5.0,https://maps.google.com/?cid=14708573057337591348,1.0,"{'lat': -28.1554388, 'lng': -48.6921234}",Borracharia Juruna
332,"R. Marcelina André - Barranceira, Laguna - SC, 88790-000, Brazil",(48) 99938-8934,4.8,https://maps.google.com/?cid=14695589341613818918,5.0,"{'lat': -28.4334296, 'lng': -48.8064864}",Borracharia Barranceira - 24H - Laguna/SC
333,"Rodovia BR 101, km 253 - Areias, Paulo Lopes - SC, 88490-000, Brazil",(48) 99676-1164,5.0,https://maps.google.com/?cid=12881375666629746387,2.0,"{'lat': -27.9566892, 'lng': -48.67765259999999}",Borracharia do Miguel
334,"R. Ângelo Alberton Luís, 560 - Centro, Grão Pará - SC, 88890-000, Brazil",(48) 98444-6364,4.8,https://maps.google.com/?cid=17671191146134755972,10.0,"{'lat': -28.1835238, 'lng': -49.2106597}",Janga auto center e borracharia
335,"Avendia João Pinho, 45 - Magalhães, Laguna - SC, 88790-000, Brazil",,4.3,https://maps.google.com/?cid=9601863687953960438,3.0,"{'lat': -28.4948843, 'lng': -48.7736242}",Borracharia Madrugao
336,"Garopaba - State of Santa Catarina, 88495-000, Brazil",,5.0,https://maps.google.com/?cid=8544787261616379277,1.0,"{'lat': -28.0476921, 'lng': -48.627617}",Borracharia Castelo
337,"R. José Anastácio Teixeira - Vila Flor, Capivari de Baixo - SC, 88745-000, Brazil",(48) 99687-8626,5.0,https://maps.google.com/?cid=10184495979571380009,3.0,"{'lat': -28.425904, 'lng': -48.94380839999999}",Borracharia Carga pesada
338,"R. Pref. Guimarães Cabral, 68 - Magalhães, Laguna - SC, 88790-000, Brazil",(48) 3644-1120,4.8,https://maps.google.com/?cid=13550195648203186133,6.0,"{'lat': -28.4931707, 'lng': -48.782235}",Auto eletrica Danilo E Gi Motos Peças Acessórios e Borracharia
339,"R. João Pinho, 411-441 - Conde D'eu, Orleans - SC, 88870-000, Brazil",(48) 3466-3316,4.4,https://maps.google.com/?cid=609960288055574736,12.0,"{'lat': -28.365434, 'lng': -49.2856648}",Borracharia e Comercio de Pneus Rodrigues
340,"Av. São Joaquim, 2-36 - Magalhães, Laguna - SC, 88790-000, Brazil",(48) 99175-6276,0.0,https://maps.google.com/?cid=7739212318296734431,,"{'lat': -28.4935662, 'lng': -48.7729767}",Borracharia Navegantes
341,"R. Anastácio Teófilo Teixeira, 1372 - Humaitá, Tubarão - SC, 88704-386, Brazil",(48) 3632-3948,0.0,https://maps.google.com/?cid=132554967034501635,,"{'lat': -28.4718999, 'lng': -49.0153863}",gauchos car mecanica e borracharia
342,"R. João Adolfo Corrêa - Passagem, Tubarão - SC, 88706-200, Brazil",(48) 99974-2395,4.0,https://maps.google.com/?cid=812365300727996280,3.0,"{'lat': -28.477006, 'lng': -48.9836494}",Borracharia do Patrick
343,"Av. Calistrato Müller Salles - Portinho, Laguna - SC, 88790-000, Brazil",(48) 99689-7963,4.7,https://maps.google.com/?cid=6463834451013616378,3.0,"{'lat': -28.4615854, 'lng': -48.7877267}",MECÂNICA E BORRACHARIA FAMÍLIA SILVA
344,"R. Miguel Patrício de Souza, 1 - Bairro N. S. Salete, Criciúma - SC, 88815-200, Brazil",(48) 3443-7254,5.0,https://maps.google.com/?cid=12442060388907735805,11.0,"{'lat': -28.6880274, 'lng': -49.3483057}",Borracharia e Balanc. R. Trevo
345,"Içara - State of Santa Catarina, 88820-000, Brazil",(48) 99150-0203,4.7,https://maps.google.com/?cid=17818046430935620875,7.0,"{'lat': -28.7839054, 'lng': -49.33421269999999}",Borracharia Rio dos anjos
346,"Arroio do Sal - State of Rio Grande do Sul, 95585-000, Brazil",,4.5,https://maps.google.com/?cid=3494362899399880975,17.0,"{'lat': -29.543121, 'lng': -49.8985837}",Borracharia 24H
347,"RS-486, 2696 - Km 37, Terra de Areia - RS, 95535-000, Brazil",(51) 98178-6200,4.6,https://maps.google.com/?cid=17646274315805186220,5.0,"{'lat': -29.5573727, 'lng': -50.0696683}",Borracharia Gabriel
348,"Anexo ao Posto SIM - Av. Inácio José Schaefer, 2613 101 - km 23 - Nossa Sra. Aparecida, Três Cachoeiras - RS, 95580-000, Brazil",(51) 98129-0040,4.5,https://maps.google.com/?cid=7333814444360738384,2.0,"{'lat': -29.44610339999999, 'lng': -49.9106022}",BORRACHARIA 24HS PNEUS
349,"Av. Assis Brasil - Centro, Arroio do Sal - RS, 95585-000, Brazil",(51) 99636-1267,4.9,https://maps.google.com/?cid=474964608402791827,8.0,"{'lat': -29.5423889, 'lng': -49.9000336}",Pit Stop Borracharia
350,"Santa Rosa do Sul - State of Santa Catarina, 88965-000, Brazil",(48) 99663-1726,0.0,https://maps.google.com/?cid=14664803938414478948,,"{'lat': -29.138171, 'lng': -49.7122063}",Borracharia do Rodrigo
351,"R. Mario Bordignon, Praia Grande - SC, 88990-000, Brazil",(48) 3532-0585,4.5,https://maps.google.com/?cid=2167634690908289203,4.0,"{'lat': -29.1947197, 'lng': -49.9621398}",Borracharia Teixeira
352,"Três Cachoeiras - RS, 95580-000, Brazil",,0.0,https://maps.google.com/?cid=15439423205149756049,,"{'lat': -29.4315819, 'lng': -49.8880219}",Borracharia Do Berço
353,"Rod. Pref. João Luiz da Silva, 285, Passo de Torres - SC, 88980-000, Brazil",,5.0,https://maps.google.com/?cid=2548917586244421227,2.0,"{'lat': -29.3212001, 'lng': -49.72374019999999}",Borracharia Marques
354,"Maracajá - State of Santa Catarina, 88915-000, Brazil",,0.0,https://maps.google.com/?cid=12488527190699114883,,"{'lat': -28.8610762, 'lng': -49.4435677}",Daniel Borracharia
355,"Sombrio - State of Santa Catarina, 88960-000, Brazil",(48) 99649-7363,5.0,https://maps.google.com/?cid=3712225077303330693,1.0,"{'lat': -29.0702161, 'lng': -49.6266211}",BORRACHARIA CECHINEL
356,"Estr. Geral - Bela Vista, Santa Rosa do Sul - SC, 88965-000, Brazil",,5.0,https://maps.google.com/?cid=923383846647152764,1.0,"{'lat': -29.153213, 'lng': -49.7687182}",Borracharia do Gervásio
357,"Rod. Gov. Mário Covas, 10s - Nossa Sra. Aparecida, Três Cachoeiras - RS, 95580-000, Brazil",(51) 98178-9927,5.0,https://maps.google.com/?cid=11851091988490386738,2.0,"{'lat': -29.44135589999999, 'lng': -49.9046244}",Lucianinho borracharia
358,"R. Vidal Ramos, Balneário Gaivota - SC, 88955-000, Brazil",(48) 99914-4100,0.0,https://maps.google.com/?cid=1571281926227008590,,"{'lat': -29.1527807, 'lng': -49.58262879999999}",Borracharia Gilmar
359,"Januária, Sombrio - State of Santa Catarina, 88960-000, Brazil",,0.0,https://maps.google.com/?cid=5518943550702369870,,"{'lat': -29.1019091, 'lng': -49.635851}",Borracharia 101
360,"Av. Jaguarari, Santa Rosa do Sul - SC, 88965-000, Brazil",,0.0,https://maps.google.com/?cid=2219085176873894428,,"{'lat': -29.1434565, 'lng': -49.7218964}",Borracharia Chama Pai E Filho
361,"Sombrio - State of Santa Catarina, 88960-000, Brazil",,0.0,https://maps.google.com/?cid=2921156685618334862,,"{'lat': -29.1230349, 'lng': -49.6758596}",Jp Borracharia E Llavação
362,"R. Pedro Inácio dos Santos, 805 - Alto Feliz, Passo de Torres - SC, 88980-000, Brazil",,0.0,https://maps.google.com/?cid=13686168867133506272,,"{'lat': -29.31894389999999, 'lng': -49.7199335}",Borracharia do Passo
363,"Av. Santa Catarina, 492, Balneário Arroio do Silva - SC, 88914-000, Brazil",(51) 98048-0533,0.0,https://maps.google.com/?cid=1073941671030728826,,"{'lat': -28.9845337, 'lng': -49.4154828}",Borracharia e mecanica GP
364,"Av. Papa João XXIII, 307 - Parque das Avenidas, Sombrio - SC, 88960-000, Brazil",(48) 3533-3453,4.1,https://maps.google.com/?cid=15884480501657642004,7.0,"{'lat': -29.10704449999999, 'lng': -49.6303339}","Nikita Pneus - Auto Center, Balanceamento, Geometria, Borracharia"
365,"Posto Perdigão, BR101 KM404, Maracajá - SC, 88915-000, Brazil",,4.1,https://maps.google.com/?cid=10721445264295868285,18.0,"{'lat': -28.8764402, 'lng': -49.4569892}",JB Guinchos e Borracharia
366,"R. Sebastião Fagundes, 4022 - Centro, Terra de Areia - RS, 95535-000, Brazil",(51) 3666-1321,5.0,https://maps.google.com/?cid=8608094072431264809,3.0,"{'lat': -29.5743708, 'lng': -50.0626183}",Posto de Molas Anage
