,endereço,telefone,avaliação,link_maps,user_ratings_total,coordenadas,nome
128,"R. Hipólito Henrique Pfleger - Barreiros, São José - SC, 88111-100, Brazil",(48) 3258-8322,4.5,https://maps.google.com/?cid=2097316393299020212,4.0,"{'lat': -27.5582687, 'lng': -48.61797620000001}",Conserto De Rodas Julio Rodas
129,"601, R. Mar Del Plata, 467 - Barreiros, São José - SC, 88117-410, Brazil",(48) 3240-3666,4.7,https://maps.google.com/?cid=868538562658716527,58.0,"{'lat': -27.5750343, 'lng': -48.6067658}","Giro Pneus, Rodas e Suspensões"
130,"SC-405, 1817 - Rio Tavares, Florianópolis - SC, 88063-700, Brazil",(48) 3238-5018,4.3,https://maps.google.com/?cid=11955457688751840266,3.0,"{'lat': -27.6570415, 'lng': -48.5104497}",Clínica das Rodas
131,"R. Heriberto Hulse, 60 - Barreiros, São José - SC, 88110-010, Brazil",(48) 3346-9934,5.0,https://maps.google.com/?cid=7743001100907414700,8.0,"{'lat': -27.5666105, 'lng': -48.6095609}",Flávio Rodas
132,"Rodovia BR 101 - Km 203, N° 334 - Barreiros, São José - SC, 88110-200, Brazil",(48) 98482-8707,4.5,https://maps.google.com/?cid=6652609317439383497,36.0,"{'lat': -27.5621679, 'lng': -48.6156389}",João Serrano Pneus e Rodas
133,"R. Fúlvio Viêira da Rosa, 5 - Barreiros, São José - SC, 88117-750, Brazil",(48) 98406-4641,4.6,https://maps.google.com/?cid=4959238932814451013,11.0,"{'lat': -27.570358, 'lng': -48.6073497}",NATA RODAS
134,"Av. Gov. Ivo Silveira, 2.450 - Capoeiras, Florianópolis - SC, 88085-000, Brazil",(48) 3206-0351,4.3,https://maps.google.com/?cid=13270958251471877909,47.0,"{'lat': -27.599651, 'lng': -48.5910272}",Drag Pneus Centro Automotivo
135,"Ipiranga, São José - State of Santa Catarina, 88113-440, Brazil",,4.9,https://maps.google.com/?cid=17147175077695320179,14.0,"{'lat': -27.564021, 'lng': -48.636874}",Tec solda
136,"R. Godofredo de Oliveira, 221 - Capoeiras, Florianópolis - SC, 88090-730, Brazil",(48) 99991-1099,4.7,https://maps.google.com/?cid=14043297296429670384,34.0,"{'lat': -27.5946956, 'lng': -48.6045423}",Leandro Rodas - Motos
137,"R. Ivo Reis Montenegro, 20 - Floresta, São José - SC, 88108-650, Brazil",(48) 3346-4081,4.5,https://maps.google.com/?cid=6073813845397243867,67.0,"{'lat': -27.5787155, 'lng': -48.61577020000001}",Junior Pneus
138,"R. Ver. Arthur Manoel Mariano, 2020 - Forquilhinhas, São José - SC, 88106-501, Brazil",(48) 3357-6880,4.8,https://maps.google.com/?cid=18444859769015928072,156.0,"{'lat': -27.595787, 'lng': -48.6488151}",PNEUTECH Auto Center
139,"R. Eugênio Portela, 353 - Barreiros, São José - SC, 88117-010, Brazil",(48) 3240-4224,0.0,https://maps.google.com/?cid=15650151898811704948,,"{'lat': -27.5767981, 'lng': -48.601992}",Victor Pneus Oficina e Auto Center
140,"R. Fúlvio Aducci, 958 - Estreito, Florianópolis - SC, 88075-000, Brazil",(48) 3244-2800,4.5,https://maps.google.com/?cid=16115050549572329709,118.0,"{'lat': -27.58859, 'lng': -48.576378}",Roda Pára-Brisas
141,"SC-403, 4003 - Ingleses Norte, Florianópolis - SC, 88058-130, Brazil",(48) 3380-9488,5.0,https://maps.google.com/?cid=10888266100882696723,3.0,"{'lat': -27.4442127, 'lng': -48.4203486}",Clínica das Rodas
142,"R. Geraldino de Azevedo, 100 - Morro da Bina, Biguaçu - SC, 88160-000, Brazil",(48) 3246-5000,5.0,https://maps.google.com/?cid=1714054474350035114,20.0,"{'lat': -27.517047, 'lng': -48.63741599999999}",Top Rodas Recuperadora de Rodas
143,"Pacheco, Palhoça - State of Santa Catarina, Brazil",,4.6,https://maps.google.com/?cid=18322947162629124214,18.0,"{'lat': -27.6715548, 'lng': -48.6698983}",Pneutec Tipler
144,"R. Waldemar Ouríques, 301 - Capoeiras, Florianópolis - SC, 88090-050, Brazil",(48) 3248-0168,4.5,https://maps.google.com/?cid=5941185333876839621,17.0,"{'lat': -27.5939698, 'lng': -48.5932123}",MultiRodas
145,"R. Padre João Batista Réus, 1418 - Caminho Novo, Palhoça - SC, 88132-300, Brazil",(48) 3242-7860,3.8,https://maps.google.com/?cid=1806473876995852101,4.0,"{'lat': -27.6447684, 'lng': -48.6809}",De Marco Auto Center
146,"R. Otto Júlio Malina, sala 06 - Ipiranga, São José - SC, 88111-490, Brazil",,0.0,https://maps.google.com/?cid=10958751140608565175,,"{'lat': -27.5692594, 'lng': -48.6319483}",Telecor Rodas
147,"R. Francisco Evangelista, 540 - Jardim Atlântico, Florianópolis - SC, 88095-600, Brazil",(48) 98427-2171,5.0,https://maps.google.com/?cid=6730646453704728662,2.0,"{'lat': -27.5870029, 'lng': -48.6002288}",Gago Borracharias
148,"SC-401 - Canasvieiras, Florianópolis - SC, 88050-000, Brazil",(48) 3269-6240,4.4,https://maps.google.com/?cid=5667339619804485823,307.0,"{'lat': -27.4483661, 'lng': -48.4571457}",Bonetti Auto Center
149,"Avenida Hironildo Conceição dos Santos,933 Pereque, Porto Belo - SC, 88210-000, Brazil",(47) 99910-6881,5.0,https://maps.google.com/?cid=7333151719206363829,1.0,"{'lat': -27.1571104, 'lng': -48.5820085}",Oficina Duas Rodas
150,"SC-434, Garopaba - SC, 88495-000, Brazil",,0.0,https://maps.google.com/?cid=11856469707982632150,,"{'lat': -28.0467502, 'lng': -48.6339297}",Borracharia Tudo Em Rodas
151,"Rua Abelardo Manoel Peixer, 35 - Barreiros, São José - SC, 88110-055, Brazil",(48) 3246-8457,0.0,https://maps.google.com/?cid=7942854291298664280,,"{'lat': -27.5688589, 'lng': -48.61336319999999}",Requisolda Recuperadora de Rodas e Equipamentos de Soldagem
152,"R. Atanásio Bernardes, 949 - Centro, Tijucas - SC, 88200-000, Brazil",(48) 3263-4543,4.7,https://maps.google.com/?cid=13160367165635335483,77.0,"{'lat': -27.2309159, 'lng': -48.6322433}",Júnior Pneus & Rodas
153,"R. Pedro Destri, 27 - Centro, São José - SC, 88103-420, Brazil",(48) 3372-6707,4.6,https://maps.google.com/?cid=17656082528246233454,40.0,"{'lat': -27.610616, 'lng': -48.6267696}",Cheese sobre Rodas
154,"R. Padre Antônio Eising, 1101 - Azambuja, Brusque - SC, 88353-470, Brazil",(47) 3355-5969,4.5,https://maps.google.com/?cid=13773499711512762723,35.0,"{'lat': -27.1353513, 'lng': -48.9137693}",ADRIANO RODAS
155,"Av. Marinheiro Max Schramm, 3286 - Jardim Atlântico, Florianópolis - SC, 88095-001, Brazil",(48) 3091-0909,4.6,https://maps.google.com/?cid=2598640811733991861,62.0,"{'lat': -27.5764412, 'lng': -48.5942266}",Floripa Pneus Continental - Loja Pneus Continental
156,"Rua 422, 34 - Morretes, Itapema - SC, 88220-000, Brazil",(47) 3268-4591,3.1,https://maps.google.com/?cid=1770301782287999255,34.0,"{'lat': -27.1194823, 'lng': -48.6100961}",Chico Rodas
157,"Rua Geraldo Ribeiro, 1013 - Centro, Tijucas - SC, 88200-000, Brazil",(47) 99622-1131,0.0,https://maps.google.com/?cid=11070281164095311487,,"{'lat': -27.2440743, 'lng': -48.6483783}",Mm Conserto de Rodas
158,"R. 268, 431 - Castelo Branco, Itapema - SC, 88220-000, Brazil",(47) 3264-7824,4.8,https://maps.google.com/?cid=10502080018495885851,60.0,"{'lat': -27.1346846, 'lng': -48.603017}",Fortech Pneus Rodas e Suspensões
159,"R. Tiradentes, 83 - Centro, Florianópolis - SC, 88010-430, Brazil",(48) 3224-1083,4.9,https://maps.google.com/?cid=17352854974714931322,207.0,"{'lat': -27.5985026, 'lng': -48.5490416}",Santa Apolônia
160,"Av. Me. Benvenuta, 1319 - Santa Monica, Florianópolis - SC, 88035-001, Brazil",(48) 3025-7005,4.9,https://maps.google.com/?cid=6292975415155090684,304.0,"{'lat': -27.5892244, 'lng': -48.50886630000001}",Santa Apolônia
161,"R. Francisco Evangelista, 121 - Jardim Atlântico, Florianópolis - SC, 88095-600, Brazil",(48) 3240-0488,4.9,https://maps.google.com/?cid=18373739018712341557,8.0,"{'lat': -27.5837095, 'lng': -48.5983931}",Sergio Rodas
162,"R. São Paulo, 826, Porto Belo - SC, 88210-000, Brazil",(47) 3267-0060,4.5,https://maps.google.com/?cid=17235424704411432233,105.0,"{'lat': -27.1570001, 'lng': -48.59194859999999}",JK Pneus
163,"R. Nicolau García - Fazenda Santo Antônio, São José - SC, 88104-460, Brazil",,0.0,https://maps.google.com/?cid=8551389487399057937,,"{'lat': -27.622102, 'lng': -48.63597799999999}",Diamantacao De Rodas Pintura De Rodas
164,"Av. das Margaridas, 28 - quadra 30 - Serraria, São José - SC, 88115-770, Brazil",(48) 3257-7574,4.9,https://maps.google.com/?cid=10792473231605372131,7.0,"{'lat': -27.5435238, 'lng': -48.6474097}",4 Rodas Fashion
165,"Centro, Palhoça - State of Santa Catarina, 88132-345, Brazil",(48) 3258-2928,4.2,https://maps.google.com/?cid=879698922085838093,14.0,"{'lat': -27.6398657, 'lng': -48.6653884}",Júlio Rodas
166,"R. Fagundes Varela, N 1840 - Barreiros, São José - SC, 88113-800, Brazil",,0.0,https://maps.google.com/?cid=15169313418429262766,,"{'lat': -27.5578037, 'lng': -48.6321138}",Kr Rodas
167,"1229, R. João Born, 1229 - Pte. do Imaruim, Palhoça - SC, 88130-300, Brazil",,0.0,https://maps.google.com/?cid=5617360381344334033,,"{'lat': -27.6398425, 'lng': -48.6542118}",Flash Rodas e Pneus
168,"R. José Cosme Pamplona, 1690 - Bela Vista, Palhoça - SC, 88132-700, Brazil",(48) 99653-4734,0.0,https://maps.google.com/?cid=12070457292129038907,,"{'lat': -27.6543883, 'lng': -48.6861374}",Lito Rodas
169,"Av. Leoberto Leal, 1 - Barreiros, Florianópolis - SC, 88117-001, Brazil",,5.0,https://maps.google.com/?cid=3399047286763389144,1.0,"{'lat': -27.5738376, 'lng': -48.6008772}",Acs Serviços de Borracharia
170,"Av. Adolfo Konder, 1208 - Traçado, Urubici - SC, 88650-000, Brazil",(49) 99971-5358,4.6,https://maps.google.com/?cid=8382661471354417165,38.0,"{'lat': -28.0036614, 'lng': -49.5877616}",Borracharia
171,"BR-282, 1 - Sta Cruz da Fig, Águas Mornas - SC, 88150-000, Brazil",(48) 3245-9105,5.0,https://maps.google.com/?cid=14637339541967554414,4.0,"{'lat': -27.7161714, 'lng': -48.87860329999999}",Borracharia Santa Cruz
172,"R. João Steffens, s/n - Seminário, Ituporanga - SC, 88400-000, Brazil",(47) 98816-2697,4.7,https://maps.google.com/?cid=358011748280298284,15.0,"{'lat': -27.4254775, 'lng': -49.602757}",Borracharia SOS 24 HORAS
173,"Carmelo, São João Batista - State of Santa Catarina, 88240-000, Brazil",,0.0,https://maps.google.com/?cid=13778643122596228748,,"{'lat': -27.2666173, 'lng': -48.8549019}",Borracharia Mato Grosso
174,"SC-108, 314, São João Batista - SC, 88240-000, Brazil",,0.0,https://maps.google.com/?cid=8785270380583321826,,"{'lat': -27.2716229, 'lng': -48.84974}",Borracharia Mendonça
175,"BR-282, Alfredo Wagner - SC, 88450-000, Brazil",(48) 98817-8890,5.0,https://maps.google.com/?cid=6938775536083969256,3.0,"{'lat': -27.6954814, 'lng': -49.3300675}",Borracharia Paulinho
176,"88445000 - Rua Mainolvo Lehmkuhl - Centro, Leoberto Leal - SC, 88445-000, Brazil",(48) 3268-1136,0.0,https://maps.google.com/?cid=1186903856681227812,,"{'lat': -27.504181, 'lng': -49.289362}",Borracharia
177,"Bela Vista, Ituporanga - State of Santa Catarina, 88400-000, Brazil",(47) 3533-9208,0.0,https://maps.google.com/?cid=6978057928657655847,,"{'lat': -27.4484053, 'lng': -49.5046863}",Lavação e Borracharia do EDI
178,"R. XV de Novembro, 113 - Centro, Agronômica - SC, 89188-000, Brazil",(47) 3542-0004,3.0,https://maps.google.com/?cid=1670530452156502730,2.0,"{'lat': -27.2675481, 'lng': -49.7155869}",Borracharia do Baiano
179,"SC-350 - Cerro Negro, Ituporanga - SC, 88400-000, Brazil",,0.0,https://maps.google.com/?cid=16884763924207743766,,"{'lat': -27.4820647, 'lng': -49.5777072}",Borracharia Longen
180,"Rua João stockburger - Centro, Petrolândia - SC, 88430-000, Brazil",(47) 99139-2619,0.0,https://maps.google.com/?cid=4993695712169116277,,"{'lat': -27.522678, 'lng': -49.67072049999999}",Borracharia
181,"BR-282, Alfredo Wagner - SC, 88450-000, Brazil",,4.0,https://maps.google.com/?cid=3411192586033305651,3.0,"{'lat': -27.712677, 'lng': -49.2474979}",Borracharia Posto Economic
182,"Br 282, R. Quatorze de Janeiro, 236 - Centro, Bom Retiro - SC, 88680-000, Brazil",(49) 99189-5084,3.5,https://maps.google.com/?cid=18419484598981496025,6.0,"{'lat': -27.742597, 'lng': -49.72620149999999}",Borracharia 24h
183,"R. Primeiro de Maio - Centro, Agrolândia - SC, 88420-000, Brazil",(47) 98837-4675,4.6,https://maps.google.com/?cid=4777660806408428099,5.0,"{'lat': -27.4094812, 'lng': -49.8279879}",Telo Borracharia Centro
184,"SC-350, Alfredo Wagner - SC, 88450-000, Brazil",,0.0,https://maps.google.com/?cid=17173718394499953441,,"{'lat': -27.6643592, 'lng': -49.3984254}",Chapeacão & Borracharia Catuira
185,"Vidal Ramos - State of Santa Catarina, 88443-000, Brazil",,5.0,https://maps.google.com/?cid=3152126633380405516,5.0,"{'lat': -27.3934862, 'lng': -49.3667126}",Lavação e Borracharia do Balaio
186,"R. Frontino Vieira de Souza, 464, Bom Retiro - SC, 88680-000, Brazil",(49) 3277-0645,5.0,https://maps.google.com/?cid=7108400417696708665,1.0,"{'lat': -27.7991273, 'lng': -49.4877197}",Auto Elétrica e Borracharia Berê
187,"SC-112 - Satão, Trombudo Central - SC, 89176-000, Brazil",(47) 98883-8804,5.0,https://maps.google.com/?cid=10375228258345532773,1.0,"{'lat': -27.3231969, 'lng': -49.797268}",Chapeaçao e Borracharia Nascimento
188,"R. F, 461, Bom Retiro - SC, 88680-000, Brazil",(49) 99804-2107,0.0,https://maps.google.com/?cid=14205453960171067980,,"{'lat': -27.8046295, 'lng': -49.4875057}",Borracharia Kreuch
189,"R. Dezesseis de Agosto, Petrolândia - SC, 88430-000, Brazil",(47) 99225-2366,0.0,https://maps.google.com/?cid=11297775148828614646,,"{'lat': -27.5382694, 'lng': -49.70027899999999}","Bar, lavação e borracharia do Veroni"
190,"837, Rua Germano Hermes Meyer - Centro, Santa Rosa de Lima - SC, 88763-000, Brazil",(48) 99626-7097,5.0,https://maps.google.com/?cid=7708777465908081277,1.0,"{'lat': -28.0386176, 'lng': -49.124387}",Borracharia Auto Posto Santa Rosa
191,"R. Pitangueira, 1 - Siegel, Agrolândia - SC, 88420-000, Brazil",,3.0,https://maps.google.com/?cid=11710574171988966104,1.0,"{'lat': -27.3775081, 'lng': -49.829581}",Chapeação e Borracharia Marcilopes
192,"Estr. da Madeira, 2582-2690 - Barragem, Rio do Sul - SC, 89165-140, Brazil",,3.9,https://maps.google.com/?cid=1399933048470836361,55.0,"{'lat': -27.243683, 'lng': -49.68280739999999}",Borracharia Do Alemão
193,"R. XV de Novembro, 2233 - Laranjeiras, Rio do Sul - SC, 89160-000, Brazil",,3.8,https://maps.google.com/?cid=1552532331334499051,10.0,"{'lat': -27.2382195, 'lng': -49.6437055}",Borracharia
194,"Rua avelina bastos 193 Centro canelinha, R. Benjamin Duarte, 314 - Centro, São João Batista - SC, 88240-000, Brazil",(48) 99151-7663,5.0,https://maps.google.com/?cid=1638970754038832319,3.0,"{'lat': -27.2716191, 'lng': -48.8497206}",Borracharia mendonça
195,"R. dos Imigrantes, 885 - Besenello, Nova Trento - SC, 88270-000, Brazil",(48) 3267-2134,4.2,https://maps.google.com/?cid=11514814754363355014,6.0,"{'lat': -27.2865397, 'lng': -48.9200381}",Dalpra Pneus
196,"Estr. da Madeira, 1950 - Barragem, Rio do Sul - SC, 89165-140, Brazil",,4.5,https://maps.google.com/?cid=10887984181436191571,20.0,"{'lat': -27.2394364, 'lng': -49.6771161}",borracharia do jair
197,"-606,, Av. Sete de Setembro, 558, Rio Fortuna - SC, 88760-000, Brazil",(48) 3653-1304,4.3,https://maps.google.com/?cid=11625131415636227458,4.0,"{'lat': -28.1359812, 'lng': -49.1072068}",Avenida Auto Center - Borracharia Do Jovane
198,"R. Dom Pedro II, 8364 - Poço Fundo, Santo Amaro da Imperatriz - SC, 88140-000, Brazil",,0.0,https://maps.google.com/?cid=9121281587598945729,,"{'lat': -27.7035239, 'lng': -48.8035833}",Borracharia
199,"São Pedro de Alcântara - State of Santa Catarina, 88125-000, Brazil",,0.0,https://maps.google.com/?cid=14145513219849453508,,"{'lat': -27.5634837, 'lng': -48.7994874}",Borracharia Alves
200,"Agronômica - State of Santa Catarina, 89188-000, Brazil",,4.0,https://maps.google.com/?cid=14998257793953172679,4.0,"{'lat': -27.3375469, 'lng': -49.7685779}",Borracheiro
201,"Botafogo, Trombudo Central - State of Santa Catarina, 89176-000, Brazil",(47) 98817-7706,0.0,https://maps.google.com/?cid=1590988598568322078,,"{'lat': -27.2892473, 'lng': -49.7819864}",Borracharia do joão
202,"Av. Oscar Barcelos, 1181 - Centro, Rio do Sul - SC, 89160-027, Brazil",(47) 98877-1818,5.0,https://maps.google.com/?cid=14223512691709978786,1.0,"{'lat': -27.2117504, 'lng': -49.63383229999999}",Borracharia Crispim
203,"Av. Brasil, 8 - Perpétuo Socorro, São Lourenço do Oeste - SC, 89990-000, Brazil",,3.5,https://maps.google.com/?cid=5339395488434228437,2.0,"{'lat': -27.993066, 'lng': -49.571333}",Borracheiro em Urubici
204,"R. Leonel Thiesen, 1111 - Vila Nova, Ituporanga - SC, 88400-000, Brazil",(47) 3533-4700,1.5,https://maps.google.com/?cid=3170910048972232616,2.0,"{'lat': -27.4374025, 'lng': -49.5947201}",Renovadora de Pneus Ituporanga Ltda
205,"Av. Brasil, 975 - Santo Antônio, Ituporanga - SC, 88400-000, Brazil",(47) 3533-2178,4.1,https://maps.google.com/?cid=4082035144500851661,28.0,"{'lat': -27.4038688, 'lng': -49.6040364}",Arioldo Auto Center
206,"Canoas, Rio do Sul - State of Santa Catarina, 89164-102, Brazil",,0.0,https://maps.google.com/?cid=1131213469378721409,,"{'lat': -27.2212149, 'lng': -49.6556569}",Borracharia
207,"Av. João Antônio Besen, Antônio Carlos - SC, 88180-000, Brazil",,0.0,https://maps.google.com/?cid=6717349400422054360,,"{'lat': -27.5179144, 'lng': -48.77429360000001}",Borracharia Do Zé
208,"SC-370, Grão Pará - SC, 88890-000, Brazil",(48) 3652-0029,5.0,https://maps.google.com/?cid=4860260144919769358,2.0,"{'lat': -28.1112612, 'lng': -49.2780604}",Borracharia Nandi
209,"Canoas, Rio do Sul - State of Santa Catarina, 89160-000, Brazil",(47) 3525-3167,5.0,https://maps.google.com/?cid=6514875926604751374,1.0,"{'lat': -27.2199639, 'lng': -49.6588899}",Serviços E Borracharia - Geometria E Balanceamento
210,"Estr. Boa Esperança, 675 - Fundo Canoas, Rio do Sul - SC, 89160-000, Brazil",(47) 98812-2701,4.8,https://maps.google.com/?cid=14322372792884805381,8.0,"{'lat': -27.2055364, 'lng': -49.6574045}",Borracharia Do Tião
211,"Alameda Aristiliano Ramos, 1648 - Santana, Rio do Sul - SC, 89160-000, Brazil",(47) 3525-0068,5.0,https://maps.google.com/?cid=3730733257262156440,2.0,"{'lat': -27.2101531, 'lng': -49.6304341}",Borracharia Auto Electrica Zamban
212,"R. Boaventura Lopes, 230-482, Urupema - SC, 88625-000, Brazil",,4.8,https://maps.google.com/?cid=14621495280602100281,5.0,"{'lat': -27.9562476, 'lng': -49.8773138}",Borracharia
213,"R. Dom Pedro Primeiro, Braço do Trombudo - SC, 89178-000, Brazil",(47) 99626-1992,3.7,https://maps.google.com/?cid=6527056405737744498,3.0,"{'lat': -27.3490285, 'lng': -49.87881669999999}",Borracharia Anacleto
214,"Estrada geral, Alfredo Wagner - SC, 88450-000, Brazil",(48) 99838-6889,4.8,https://maps.google.com/?cid=11718761510597073760,5.0,"{'lat': -27.5987152, 'lng': -49.4469533}",Oficina Mecanica E Borracharia Luchtemberg
215,"R. Intendente Broering, 2595 - Vila Becker, Santo Amaro da Imperatriz - SC, 88140-000, Brazil",(48) 3245-8667,4.2,https://maps.google.com/?cid=2569681978629952110,23.0,"{'lat': -27.6839336, 'lng': -48.7467058}",Borracharia Geral
216,"R. Ângelo Alberton Luís, 560 - Centro, Grão Pará - SC, 88890-000, Brazil",(48) 99852-3965,0.0,https://maps.google.com/?cid=13749289860576757537,,"{'lat': -28.1832389, 'lng': -49.2099853}",Schueroff Auto Center e Borracharia
217,"R. Pref. Vergílio Scheler, 1840 - Centro, Ituporanga - SC, 88400-000, Brazil",,0.0,https://maps.google.com/?cid=14998644260737856813,,"{'lat': -27.4188117, 'lng': -49.5941}",Borracharia costa
218,"R. Israel, 491 - Nações, Balneário Camboriú - SC, 88338-270, Brazil",(42) 98812-2561,4.6,https://maps.google.com/?cid=9166002619885637054,27.0,"{'lat': -26.9822241, 'lng': -48.6452721}",Borracharia Nações
219,"Urubici - State of Santa Catarina, 88650-000, Brazil",(49) 3278-4310,4.6,https://maps.google.com/?cid=2411169354432385401,26.0,"{'lat': -27.9937618, 'lng': -49.5840612}",Eugenio Pneus
220,"Av. João Frederico Martendal, Antônio Carlos - SC, 88180-000, Brazil",(48) 98455-1629,5.0,https://maps.google.com/?cid=16448449395846340332,24.0,"{'lat': -27.5084151, 'lng': -48.74160759999999}",Borracharia do Zé
221,"BR-470, KM 141 - Canta Galo, Rio do Sul - SC, 89160-000, Brazil",(47) 3521-4982,4.5,https://maps.google.com/?cid=4076701094681518271,2.0,"{'lat': -27.202726, 'lng': -49.6328262}",Borracharia Schreiber
222,"Rua Padre Auling, 245, Av. Sete de Setembro, 103 - Centro, Rio Fortuna - SC, 88760-000, Brazil",(48) 3653-1209,4.5,https://maps.google.com/?cid=3910382138610623242,43.0,"{'lat': -28.1403691, 'lng': -49.11495739999999}",Pneus Oenning
223,"140, R. Sete de Setembro, 70, Imbuia - SC, 88440-000, Brazil",(47) 3557-1253,4.9,https://maps.google.com/?cid=3145697312450965400,8.0,"{'lat': -27.4913212, 'lng': -49.423255}",Vanio Pneus
224,"R. David Hort, 531 - Cedro Alto, Brusque - SC, 88359-320, Brazil",(47) 3350-5393,4.7,https://maps.google.com/?cid=6617907245967231043,42.0,"{'lat': -27.1603672, 'lng': -48.9564078}",Borracharia do Gaúcho
225,"Rd sc 410 km 13 Centro, Canelinha - SC, 88230-000, Brazil",(48) 3264-1146,4.9,https://maps.google.com/?cid=4869678659933721872,7.0,"{'lat': -27.2658012, 'lng': -48.7524805}",Borracharia 2 Irmãos
226,"Tijucas - State of Santa Catarina, 88200-000, Brazil",,4.8,https://maps.google.com/?cid=15103087619225102672,16.0,"{'lat': -27.258609, 'lng': -48.7201129}",Borracharia
227,"R. Pedro Gomes, 35 - Centro, Maj. Gercino - SC, 88260-000, Brazil",(48) 3273-1448,4.7,https://maps.google.com/?cid=11341457238103327524,10.0,"{'lat': -27.4174637, 'lng': -48.9523255}",Amorim Auto Center
228,"R. Otto Júlio Malina, 1842 - Ipiranga, São José - SC, 88111-500, Brazil",,0.0,https://maps.google.com/?cid=17665467647923288353,,"{'lat': -27.5691524, 'lng': -48.6316705}",RP Pneus Borracharia
229,"Av. Falcão, 998 - Bombas, Bombinhas - SC, 88215-000, Brazil",(47) 99602-7926,4.2,https://maps.google.com/?cid=552786649506143830,13.0,"{'lat': -27.1519618, 'lng': -48.5081672}",Borracharia Boeira Pneus
230,"Rio Caveiras, Biguaçu - State of Santa Catarina, 88160-000, Brazil",(48) 3243-7947,4.7,https://maps.google.com/?cid=8841855231527904380,22.0,"{'lat': -27.5253588, 'lng': -48.6347038}",Fraga Pneus e Borracharia - Recapagem de Pneus
231,"Paulo Lopes - State of Santa Catarina, 88490-000, Brazil",,4.5,https://maps.google.com/?cid=3870044335196698089,2.0,"{'lat': -27.9413879, 'lng': -48.6661359}",Borracharia
232,"R. Hipólito Henrique Pfleger, 866 - Mar das Pedras, Biguaçu - SC, 88160-000, Brazil",(48) 99656-1741,4.4,https://maps.google.com/?cid=5071747053561448888,34.0,"{'lat': -27.5232839, 'lng': -48.6364809}",Floripa Car Auto Center - Oficina Mecânica e Borracharia
233,"ESQUINA SC 281 - KM3 - R. Jorge José Zimermann, 3025 - Sertão do Maruim, São José - SC, 88122-030, Brazil",(48) 98456-6365,4.7,https://maps.google.com/?cid=11772301480263460343,14.0,"{'lat': -27.5998138, 'lng': -48.6732417}",ITA BORRACHARIA
234,"R. José Cezar da Silva - Centro, Biguaçu - SC, 88160-000, Brazil",(48) 99988-2521,4.2,https://maps.google.com/?cid=14828912339813282861,11.0,"{'lat': -27.4897763, 'lng': -48.6553578}",Borracharia Lopes
235,"BR 101 km 200 SL 05 anexo posto rodoil - Serraria, SC, 88115-100, Brazil",(48) 99960-0701,4.7,https://maps.google.com/?cid=17602114461007360632,27.0,"{'lat': -27.5362419, 'lng': -48.6262829}",Borracharia Km 200
236,"Cidade Jardim de Florianópolis, São José - State of Santa Catarina, 88111-320, Brazil",,5.0,https://maps.google.com/?cid=15026997554926292620,1.0,"{'lat': -27.5711364, 'lng': -48.62863609999999}",Borracharia Dedé
237,"SC-434, 1443, Garopaba - SC, 88495-000, Brazil",(48) 3254-3686,4.5,https://maps.google.com/?cid=12831045671263656383,14.0,"{'lat': -28.0375125, 'lng': -48.6232345}",Borracharia Pereira
238,"R. Otto Júlio Malina, 1805 - loja4 - Ipiranga, São José - SC, 88111-500, Brazil",(48) 98438-4164,5.0,https://maps.google.com/?cid=14659424249381286764,2.0,"{'lat': -27.5692126, 'lng': -48.6314153}",RPpneus Borracharia
239,"BR-282 - Bela Vista, Palhoça - SC, 88130-001, Brazil",,0.0,https://maps.google.com/?cid=14558386323845936750,,"{'lat': -27.6642493, 'lng': -48.6871374}",Borracharia Zé Luiz
240,"Av. São Cristóvão, 4933 - Alto Aririu, Palhoça - SC, 88135-400, Brazil",(48) 3342-0563,4.7,https://maps.google.com/?cid=8643192746092734198,109.0,"{'lat': -27.6848087, 'lng': -48.7119811}",Borracharia Alto Aririu Com. De Pneus
241,"Av. Bom Jesus de Nazaré - Aririu, Palhoça - SC, 88135-101, Brazil",,0.0,https://maps.google.com/?cid=6508051705162751847,,"{'lat': -27.6772531, 'lng': -48.6885105}",Borracharia Primo
242,"Av. Ceniro Luiz Ribeiro Martins - Ceniro Martins, São José - SC, 88107-491, Brazil",(48) 3247-6759,4.7,https://maps.google.com/?cid=827030356160243368,34.0,"{'lat': -27.5764893, 'lng': -48.65261750000001}",Borracharia Sangaletti
243,"Fazenda Santo Antônio, São José - State of Santa Catarina, 88106-115, Brazil",,5.0,https://maps.google.com/?cid=7484157548885153619,1.0,"{'lat': -27.6138381, 'lng': -48.6421469}",Borracharia São José
244,"Universitarios, Biguaçu - State of Santa Catarina, 88160-000, Brazil",,0.0,https://maps.google.com/?cid=12374705201075759026,,"{'lat': -27.4987466, 'lng': -48.6564822}",Borracharia
245,"BR-101, 788 - Enseada do Brito, Palhoça - SC, 88130-000, Brazil",(48) 98827-4764,5.0,https://maps.google.com/?cid=15467333075736424495,4.0,"{'lat': -27.7767876, 'lng': -48.6354672}",Borracharia JJR
246,"R. Álvaro Medeiros Santiago, 1200 - Areias, São José - SC, 88113-600, Brazil",,5.0,https://maps.google.com/?cid=3379851615498419245,2.0,"{'lat': -27.5510284, 'lng': -48.6270233}",Borracharia 1200
