,business_status,formatted_address,formatted_phone_number,rating,types,url,user_ratings_total,location,name
ChIJpXdOiL9JJ5URk-EUvNenwbg,OPERATIONAL,"R. Ver. Arthur Manoel Mariano, 1986 - Forquilhinhas, São José - SC, 88106-501, Brazil",(48) 99915-9940,4.3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=13313106518499189139,11,"{'lat': -27.5962948, 'lng': -48.6481112}",Borracharia Fernandes - Borracharia e Auto Center
ChIJXzjJ79k1J5URtziJIEXCqIA,OPERATIONAL,"Pte. do Imaruim, Palhoça - State of Santa Catarina, 88130-300, Brazil",,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=9270873435096561847,15,"{'lat': -27.6332993, 'lng': -48.6432201}",BORRACHARIA DA PONTE
ChIJcRYxBJE1J5UR57R0KagFzB0,OPERATIONAL,"R. Olávo Bilac, 997 - Jardim Eldorado, Palhoça - SC, 88133-350, Brazil",(48) 3341-3838,4.9,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=2147097342157042919,115,"{'lat': -27.625782, 'lng': -48.666018}",Borracharia Orelha
ChIJHwfokew5J5URqTcnoJ4j2VI,OPERATIONAL,"Servidão Manoel Amaro Laureano, 2-120 - Saco Grande, Florianópolis - SC, 88032-253, Brazil",(48) 98865-5726,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=5969841945255032745,2,"{'lat': -27.5525375, 'lng': -48.4967415}",Borracharia
ChIJ1-YF9og3J5URb6-dCq868sU,OPERATIONAL,"R. Ver. Mário Coelho Pires, 189 - Campinas, São José - SC, 88101-280, Brazil",(48) 99828-7060,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=14263527493307576175,43,"{'lat': -27.5963856, 'lng': -48.6065291}",Borracharia do Peruca
ChIJyydZpwE2J5URcpzw08rXhBM,OPERATIONAL,"R. Ver. Arthur Manoel Mariano, 183 - Forquilhinhas, São José - SC, 88106-500, Brazil",,3.8,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=1406486249785564274,21,"{'lat': -27.6045791, 'lng': -48.63550859999999}",Borracharia Do Alemao
ChIJWUtWVpo6J5URusQ4lmt1wH8,OPERATIONAL,"Rod. Baldicero Filomeno, 4822 - Ribeirão da Ilha, Florianópolis - SC, 88064-002, Brazil",,4.4,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=9205486743287547066,14,"{'lat': -27.6996994, 'lng': -48.5508019}",Borracharia
ChIJPxPFvBpKJ5URdHCoPoR2I3Y,OPERATIONAL,"R. Ver. Arthur Manoel Mariano, 1986 - Forquilhinhas, São José - SC, 88106-501, Brazil",(48) 98441-4719,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=8512778031019356276,50,"{'lat': -27.5962948, 'lng': -48.6481112}",Borracharia Márcio
ChIJvXxU1x1MJ5URDp-1Tdv-pKc,OPERATIONAL,"R. Valentim Vieira - Praia João Rosa, Biguaçu - SC, 88160-000, Brazil",(48) 98432-7853,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=12080060318369554190,28,"{'lat': -27.5095257, 'lng': -48.6442538}",Borracharia Do Fernando
ChIJBxseEudJJ5URgXX7Oc2wZ20,OPERATIONAL,"R. Heriberto Hulse, 267 - Jardim Santiago, São José - SC, 88111-100, Brazil",(48) 99656-9011,4.3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=7883464068222907777,4,"{'lat': -27.5581646, 'lng': -48.6180277}",Borracharia Carlinhos
ChIJT0AiJ-tJJ5URmSjWLOsw9dI,OPERATIONAL,"R. Albertina Ludwig - Bela Vista, São José - SC, 88110-648, Brazil",98422-8807,4.4,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=15201109903886657689,7,"{'lat': -27.5784652, 'lng': -48.6217039}",Borracharia Fagundes
ChIJjWLZwXg5J5URqIOUC74EPoo,OPERATIONAL,"Rua trans caeira1210 - Centro, Florianópolis - SC, 88045-398, Brazil",(48) 3333-8273,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=9961404640074695592,,"{'lat': -27.59564, 'lng': -48.532244}",He borracharia
ChIJ4XotBN1DJ5URkFkSrGJxTfM,OPERATIONAL,"Rod. SC 401, n°5487 - trevo de cacupé, 100metros após entrada do bairro - Cacupé, Florianópolis - SC, 88032-005, Brazil",(48) 3338-2102,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=17531793593030826384,11,"{'lat': -27.5356525, 'lng': -48.5100468}",Jovem Car Borracharia 24hrs Lavação Troca de Óleo Balanceamento e Geometria
ChIJLfyLfWU4J5URgjfZJFXq--Q,OPERATIONAL,"Agronômica, Florianópolis - State of Santa Catarina, 88010-400, Brazil",(48) 3333-0764,4.8,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=16500039311213279106,8,"{'lat': -27.5756712, 'lng': -48.5289744}",Borracharia E Mecânica
ChIJb3gxduBJJ5URsVrHnvuPp8U,OPERATIONAL,"Rua Cassol, 353 - Kobrasol, São José - SC, 88102-340, Brazil",(48) 3372-9280,4.2,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=14242510657445911217,68,"{'lat': -27.5950756, 'lng': -48.6189575}",Borracharia Kobrasol
ChIJVea1RaU1J5URAs5sxRWAKWw,OPERATIONAL,"Av. Atílio Pedro Pagani, 461, Palhoça - SC, 88132-149, Brazil",(48) 99905-6717,4.6,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=7793901461136264706,55,"{'lat': -27.6428478, 'lng': -48.6698351}",Litoral Pneus e Borracharia
ChIJrfO5E_41J5URuTSv81qZwX0,OPERATIONAL,"SC-281 - Picadas do Sul, São José - SC, Brazil",(48) 99997-4003,4.3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=9061692541160600761,39,"{'lat': -27.6112156, 'lng': -48.6529326}",Bino Borracharia
ChIJbaABo6M7J5URi9zCOFqFc8E,OPERATIONAL,"Rodovia Francisco Magno Vieira, 136 - Rio Tavares, Florianópolis - SC, 88063-700, Brazil",(48) 99127-1595,4.2,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=13939631894187662475,15,"{'lat': -27.6630899, 'lng': -48.5023048}",Borracharia Gringo
ChIJQ1IWSNZJJ5URIAlsdctuHt4,OPERATIONAL,"Av. Josué di Bernardi, 926 - Monte Cristo, Florianópolis - SC, 88090-518, Brazil",(48) 99607-7268,2.3,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=16005351945848752416,3,"{'lat': -27.5903084, 'lng': -48.6057619}",Borracharia e Mecânica
ChIJK4kMnKU3J5URh4Wx5gK9kDM,OPERATIONAL,"R. Henrique Valgas, 170 - Centro, Florianópolis - SC, 88010-220, Brazil",(48) 3238-5018,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=3715677512738637191,4,"{'lat': -27.5943171, 'lng': -48.5596774}",Borracharia e Lavação - Clinica do pneu
ChIJw0b3IxlCJ5UR8pGCBU3nDtY,OPERATIONAL,"Rod. Armando Calil Bulos, 4574 - Ingleses Norte, Florianópolis - SC, 88058-001, Brazil",(48) 3369-0793,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=15424520091781468658,323,"{'lat': -27.4398226, 'lng': -48.4161077}",Tire Pit Stop
ChIJQxNj1kQ7J5URCBJ1kp48uHs,OPERATIONAL,"Rodovia Dr. Antônio Luiz Moura Gonzaga, 4819 - Rio Tavares, Florianópolis - SC, 88048-300, Brazil",(48) 99959-2406,4.4,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=8914942114139542024,10,"{'lat': -27.6617108, 'lng': -48.5003371}",Borracharia Bigode
ChIJMRyd9gNKJ5URqHAL5E4cssM,OPERATIONAL,"R. Princesa Isabel, 150 - Forquilhinhas, São José - SC, 88106-730, Brazil",,4.8,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=14101364508409426088,9,"{'lat': -27.5995547, 'lng': -48.6436982}",Borracharia Antonio
ChIJoZGMjFA-J5URMz5i4OVfhdE,OPERATIONAL,"R. Júlio José Gonçalves, 168 - Barra da Lagoa, Florianópolis - SC, 88061-375, Brazil",(48) 3232-3628,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=15097578766746140211,55,"{'lat': -27.5751428, 'lng': -48.4326113}",Borracharia Barrense
ChIJ6WdtI8pJJ5UR6Pt-I2ZZJ4Y,OPERATIONAL,"R. Manoel Loureiro, 7 - Barreiros, São José - SC, 88117-331, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=9666793420391119848,,"{'lat': -27.5728628, 'lng': -48.6031458}",Borracharia
ChIJ5ZOyCJRJJ5URwZNA4umqCNw,OPERATIONAL,"R. Itaguaçu, 550 - Bela Vista, São José - SC, 88110-790, Brazil",,4.3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=15855110409657816001,4,"{'lat': -27.5744892, 'lng': -48.62354610000001}",Auto Stilo Borracharia
ChIJV6PzBdJNJ5UR1dmvnBjz6_c,OPERATIONAL,"R. Luiz Dalmolin - Dalmolin, Biguaçu - SC, 88160-000, Brazil",(48) 99965-5503,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=17864639633928739285,7,"{'lat': -27.4867964, 'lng': -48.6485151}",Borracharia do Pesão
ChIJU9nCR4ZJJ5URatuPgV-i8L0,OPERATIONAL,"Rod. Br 101 Km 199 Ao Km 201, 107 - Serraria, São José - SC, 88115-100, Brazil",(48) 99105-7042,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=13686617798658218858,1,"{'lat': -27.5340316, 'lng': -48.6304595}",Borracharia
ChIJW7kwJCo2J5UR7V8s2qR7DBU,OPERATIONAL,"R. Paralela, 134 - Capoeiras, Florianópolis - SC, 88090-067, Brazil",(48) 99928-7767,4.3,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=1516723122482208749,27,"{'lat': -27.5922982, 'lng': -48.6034812}",7 Custom Oficina De Motos e Borracharia De Carros e Motos
ChIJp_Ej2CJMJ5URW6Vi9P4XEQI,OPERATIONAL,"R. Domingos Coelho, 108 - Praia João Rosa, Biguaçu - SC, 88160-000, Brazil",(48) 3285-4993,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=148926646469174619,46,"{'lat': -27.5066695, 'lng': -48.6460082}",Borracharia 2000
ChIJAyS37gQuJ5URmFdEVoz84Ek,OPERATIONAL,"Enseada de Brito, Palhoça - State of Santa Catarina, Brazil",,4.4,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=5323532439224866712,10,"{'lat': -27.7606006, 'lng': -48.6324439}",Borracharia
ChIJkaZnIP40J5URrQq-jvNX3ME,OPERATIONAL,"Av. Valfride Vieira Martins, 84 - Caminho Novo, Palhoça - SC, 88132-704, Brazil",(48) 99959-2777,4.6,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=13969136847779924653,15,"{'lat': -27.6580796, 'lng': -48.6826364}",Borracharia GS Pneus
ChIJDTg3oFdJJ5URTjBd2BAQaZA,OPERATIONAL,"R. Franklin Cascaes, 117 - Real Parque, São José - SC, 88113-410, Brazil",(48) 98404-7103,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=10405866078551748686,14,"{'lat': -27.5652628, 'lng': -48.6385403}",Borracharia Ribeiro Pneus
ChIJqfUYX9BJJ5UREErPA3gx7os,OPERATIONAL,"R. Álvaro Medeiros Santiago - Areias, São José - SC, 88113-600, Brazil",(48) 98829-2309,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=10083051007258872336,,"{'lat': -27.5510685, 'lng': -48.6271237}",Borracharia
ChIJ2Q7jheRBJ5URxWbi2niDbjI,OPERATIONAL,"Rod. João Gualberto Soares, 1515 - Sala 01 - Ingleses do Rio Vermelho, Florianópolis - SC, 88058-300, Brazil",(48) 99917-9170,4.2,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=3633986504426153669,45,"{'lat': -27.453102, 'lng': -48.404386}",Boby Borracharia
ChIJ_ZgmuAdqJ5URmLKx30cp9nI,OPERATIONAL,"Estr. Dário Manoel Cardoso, 1020 - Ingleses do Rio Vermelho, Florianópolis - SC, 88058-400, Brazil",(48) 99846-2691,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=8283853953266987672,36,"{'lat': -27.447006, 'lng': -48.3969793}",Ki-Furao Borracharia
ChIJa38aWZU1J5URXlJConV-y-0,OPERATIONAL,"Brejaru, Palhoça - State of Santa Catarina, 88139-376, Brazil",84385772,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=17134928250959712862,3,"{'lat': -27.630231, 'lng': -48.659774}",Borracharia Avenida
ChIJd6gF4lE_J5URf3FDkxdyg3Y,OPERATIONAL,"Servidão Canto Verde, 51 - Lagoa da Conceição, Florianópolis - SC, 88062-271, Brazil",(48) 99176-8753,0,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=8539794764005077375,,"{'lat': -27.604114, 'lng': -48.47645199999999}",Borracharia do Canto
ChIJO4tETzJIJ5URJR0_UtdtHTg,OPERATIONAL,"Av. Marinheiro Max Schramm, 3391 - Jardim Atlântico, Florianópolis - SC, 88095-001, Brazil",(48) 3240-0225,4.3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=4043508812013837605,22,"{'lat': -27.5764639, 'lng': -48.5955253}",Samurai Borracharia
ChIJyZE9yqo1J5URqf5A1rcEhJs,OPERATIONAL,"R. Edeling Schutz, 709 - Centro, Palhoça - SC, 88131-040, Brazil",(48) 99933-2708,4.3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=11206086960424746665,8,"{'lat': -27.655962, 'lng': -48.6776656}",FP Borracharia
ChIJfW19TfgkJ5UR4otwoDOQvzk,OPERATIONAL,"Rod. Francisco Thomaz dos Santos, 5597 - Armacao do Pântano do Sul, Florianópolis - SC, 88066-260, Brazil",(48) 99841-6852,4.1,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=4161203132123089890,8,"{'lat': -27.7487303, 'lng': -48.510611}",Borracharia & Bicilhetaria Lorenzi
ChIJlWwy7uVLJ5URa1mjha__qfo,OPERATIONAL,"R. João Izídio de Souza - Serraria, São José - SC, 88115-660, Brazil",(48) 99129-5027,4,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=18062248909872519531,9,"{'lat': -27.543415, 'lng': -48.6483913}",BORRACHARIA RESENDI
ChIJtfTV69tJJ5URlRgQYOiM_CM,OPERATIONAL,"Rua, Av. Presidente Kennedy, 577 - Campinas, São José - SC, 88101-001, Brazil",(48) 3241-6161,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=2593102415130531989,199,"{'lat': -27.6010837, 'lng': -48.6105177}",Dva São José - Revenda Michelin
ChIJqx0Plyg2J5UReHBad_YN_O8,OPERATIONAL,"Av. Gov. Jorge Lacerda, 226 - Campinas, São José - SC, 88101-270, Brazil",(48) 3241-8000,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=17292712021411393656,79,"{'lat': -27.5956243, 'lng': -48.607988}",Santa Helena Pneus
ChIJaTnG9rU7J5URRXPNMxryekc,OPERATIONAL,"Rodovia Francisco Magno Vieira, 1305 - Rio Tavares, Florianópolis - SC, 88063-700, Brazil",(48) 3334-0434,4.2,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=5150695318203757381,11,"{'lat': -27.6552848, 'lng': -48.5145682}",Serramar Pneus
ChIJtQe2jLY7J5URwJ1wEFuEdPE,OPERATIONAL,"Rodovia Francisco Magno Vieira, 1608 - Rio Tavares, Florianópolis - SC, 88063-700, Brazil",(48) 3226-0148,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=17398676787091774912,61,"{'lat': -27.6570561, 'lng': -48.5124885}",Nei Pneus e Rodas
ChIJI51-clc0J5UR4NMoDSKu040,OPERATIONAL,"Aririu, Palhoça - State of Santa Catarina, 88135-020, Brazil",(48) 99834-1722,3.3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=10219703440706687968,14,"{'lat': -27.6641887, 'lng': -48.6758849}",ROGER PNEUS
ChIJzXPDRcA1J5URKyl7NIv4zEk,OPERATIONAL,"Pagani, Palhoça - State of Santa Catarina, 88132-227, Brazil",(48) 3242-9641,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=5317898536782342443,42,"{'lat': -27.6404735, 'lng': -48.684597}",RUDI PNEUS
ChIJo_-b-rVBJ5URBwFCfcF6Gag,OPERATIONAL,"São João do Rio Vermelho, Florianópolis - State of Santa Catarina, 88060-259, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=12112847644238414087,,"{'lat': -27.4811204, 'lng': -48.4193106}",Ps Pneus
ChIJJ0-6BKdJJ5URtxTjoT59zi0,OPERATIONAL,"R. Camilo Veríssimo da Silva, 555 - Roçado, São José - SC, 88102, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=3300713284866610359,,"{'lat': -27.5932905, 'lng': -48.618891}",Tec pneus
ChIJ4abRLMw3J5URXejQPoASgPE,OPERATIONAL,"R. Dep. Antônio Edu Vieira, 490 - Pantanal, Florianópolis - SC, 88040-001, Brazil",(48) 3879-7903,4.6,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=17401929302178588765,99,"{'lat': -27.6105503, 'lng': -48.5237329}",Sport Rodas
ChIJ5ykJVKtJJ5UR07A6TJ7NA1c,OPERATIONAL,"R. Eugênio Portela, 08 - Barreiros, São José - SC, 88117-010, Brazil",(48) 3240-1651,4.8,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=6270081185997304019,18,"{'lat': -27.5748498, 'lng': -48.6012068}",Julio Rodas
ChIJi_LMFqBJJ5URtAkxzCUqGx0,OPERATIONAL,"R. Hipólito Henrique Pfleger - Barreiros, São José - SC, 88111-100, Brazil",(48) 3258-8322,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=2097316393299020212,4,"{'lat': -27.5582687, 'lng': -48.61797620000001}",Conserto De Rodas Julio Rodas
ChIJ9yKm-MhJJ5URb0sAlTirDQw,OPERATIONAL,"601, R. Mar Del Plata, 467 - Barreiros, São José - SC, 88117-410, Brazil",(48) 3240-3666,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=868538562658716527,58,"{'lat': -27.5750343, 'lng': -48.6067658}","Giro Pneus, Rodas e Suspensões"
ChIJ0bP2gHI7J5URChxE2WxR6qU,OPERATIONAL,"SC-405, 1817 - Rio Tavares, Florianópolis - SC, 88063-700, Brazil",(48) 3238-5018,4.3,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=11955457688751840266,3,"{'lat': -27.6570415, 'lng': -48.5104497}",Clínica das Rodas
ChIJ6wF9Y7pJJ5URrIQLI3qqdGs,OPERATIONAL,"R. Heriberto Hulse, 60 - Barreiros, São José - SC, 88110-010, Brazil",(48) 3346-9934,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=7743001100907414700,8,"{'lat': -27.5666105, 'lng': -48.6095609}",Flávio Rodas
ChIJZ5XrxaNJJ5URyadtW-3QUlw,OPERATIONAL,"Rodovia BR 101 - Km 203, N° 334 - Barreiros, São José - SC, 88110-200, Brazil",(48) 98482-8707,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=6652609317439383497,36,"{'lat': -27.5621679, 'lng': -48.6156389}",João Serrano Pneus e Rodas
ChIJ4cltCrdJJ5URRVGxwojB0kQ,OPERATIONAL,"R. Fúlvio Viêira da Rosa, 5 - Barreiros, São José - SC, 88117-750, Brazil",(48) 98406-4641,4.6,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=4959238932814451013,11,"{'lat': -27.570358, 'lng': -48.6073497}",NATA RODAS
ChIJoV9t6M43J5URFTcFmDfqK7g,OPERATIONAL,"Av. Gov. Ivo Silveira, 2.450 - Capoeiras, Florianópolis - SC, 88085-000, Brazil",(48) 3206-0351,4.3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=13270958251471877909,47,"{'lat': -27.599651, 'lng': -48.5910272}",Drag Pneus Centro Automotivo
ChIJwZCsh39JJ5URc_B1L-IA9-0,OPERATIONAL,"Ipiranga, São José - State of Santa Catarina, 88113-440, Brazil",,4.9,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=17147175077695320179,14,"{'lat': -27.564021, 'lng': -48.636874}",Tec solda
ChIJkxeCbCk2J5UR8N_kjHzQ48I,OPERATIONAL,"R. Godofredo de Oliveira, 221 - Capoeiras, Florianópolis - SC, 88090-730, Brazil",(48) 99991-1099,4.7,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=14043297296429670384,34,"{'lat': -27.5946956, 'lng': -48.6045423}",Leandro Rodas - Motos
ChIJX7LeBMFJJ5UR24fADoOFSlQ,OPERATIONAL,"R. Ivo Reis Montenegro, 20 - Floresta, São José - SC, 88108-650, Brazil",(48) 3346-4081,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=6073813845397243867,67,"{'lat': -27.5787155, 'lng': -48.61577020000001}",Junior Pneus
ChIJfzYanRpKJ5URCIUWIDxO-f8,OPERATIONAL,"R. Ver. Arthur Manoel Mariano, 2020 - Forquilhinhas, São José - SC, 88106-501, Brazil",(48) 3357-6880,4.8,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=18444859769015928072,156,"{'lat': -27.595787, 'lng': -48.6488151}",PNEUTECH Auto Center
ChIJabe1JwFJJ5URdKaT4TuCMNk,OPERATIONAL,"R. Eugênio Portela, 353 - Barreiros, São José - SC, 88117-010, Brazil",(48) 3240-4224,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=15650151898811704948,,"{'lat': -27.5767981, 'lng': -48.601992}",Victor Pneus Oficina e Auto Center
ChIJdSFIrOc3J5UR7eC4-BcppN8,OPERATIONAL,"R. Fúlvio Aducci, 958 - Estreito, Florianópolis - SC, 88075-000, Brazil",(48) 3244-2800,4.5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=16115050549572329709,118,"{'lat': -27.58859, 'lng': -48.576378}",Roda Pára-Brisas
